Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Alemania,Pintura,Rococó,25,Completado,,La joven con el guante blanco,El jardín de las delicias,El baile en la isla de San Marcos,La joven con el perrito,La fiesta de la primavera,La dama de la rosa,El paseo en el parque,La música en el jardín,La joven en el mirador,El paseo de los amantes,La fiesta de los niños,La danza de las ninfas,La lectura en el jardín,La cacería en el bosque,La fiesta de la corte,La joven con el espejo,El paseo de la aristocracia,La fiesta de la luz,La joven con el libro,El jardín de las musas,La escena de la corte,La joven en el parterre,La fiesta de la primavera en el castillo,El paseo del amor,La joven con el violín
Alemania,Pintura,Neoclasicismo,25,Completado,,La muerte de Marat,El jardín de las delicias,El triunfo de la muerte,La noche estrellada,La creación de Adán,La última cena,El nacimiento de Venus,La escuela de Atenas,La venus de Milo,El David de Miguel Ángel,La libertad guiando al pueblo,El jardín de las delicias,La batalla de los ángeles,El sacrificio de Isaac,La aparición de Cristo a la Virgen,La resurrección de Lázaro,La Virgen de las rocas,El retrato de Dorian Gray,El jardín de las delicias,La muerte de Sardanápalo,La carga de la brigada ligera,El rapto de Europa,La batalla de las flores,El sueño de la razón produce monstruos,El jardín de las delicias
Alemania,Pintura,Romanticismo,25,Completado,,El Caballero de la Muerte,El Retrato del Poeta Friedrich Schiller,El Vuelo de Icaro,El Sueño de la Juventud,La Noche,El Retrato de Goethe en el Jardín,El Pintor del Bosque,El Canto de los Números,La Llamada del Silencio,El Retrato de la Libertad,El Camino hacia el Otro Mundo,La Fuga del Ideal,El Viento del Norte,El Solsticio de Invierno,El Canto del Águila,La Montaña Mágica,El Retrato del Soñador,El Encuentro con el Espíritu del Bosque,El Viaje del Alma,La Llama del Corazón,El Silencio del Mar,El Retrato del Poeta en la Torre,El Cielo de la Memoria,La Luz del Pasado,El Último Suspiro
Alemania,Pintura,Realismo,25,Completado,,El Jardín de las Delicias,La Muerte de Sardanápalo,El Grito,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias,El Jardín de las Delicias
Alemania,Pintura,Impresionismo y Post-Impresionismo,25,Completado,,El jardín de la casa de los impresionistas en Potsdam,La ciudad de Berlín vista desde el puente de Moltke,El río Spree al atardecer,El puente del mercado en Berlín,La estación de tren de Halle,El jardín de la casa de los artistas en Düsseldorf,El sol sobre el lago de Wannsee,La calle principal de Weimar al amanecer,El castillo de Sanssouci bajo la lluvia,El mercado de frutas en Leipzig,La casa del pintor en Núremberg,El bosque de Tharandt en otoño,El puente sobre el río Elba en Dresden,El barco en el lago de Rügen,La plaza del ayuntamiento en Frankfurt,El tren a través del valle de la Saale,El jardín de la villa de Kassel,La iglesia de St. Mary en Bremen,El mercado de la cerveza en Munich,El río Isar en primavera,El puerto de Lübeck al amanecer,El castillo de Hohenschwangau en la niebla,El jardín de la casa de los artistas en Múnich,El tren de la costa báltica,El paseo junto al lago de Constance
Alemania,Pintura,Modernismo,25,Completado,,El Grito,La Noche Estrellada,La Casa de la Cima,El Jardín de las Delicias,El Retrato de un Hombre con Sombrero,El Jardín de las Delicias,La Muerte de Sardanápalo,El Desfile de los Vendedores de Pan,El Pintor en su Estudio,La Carga de la Guardia Ligeira,El Retrato de un Artista,El Paseo de los Amantes,La Catedral de San Juan,El Retrato de una Mujer con Perro,La Vida de la Ciudad,El Sueño de la Razón Produces Monstruos,La Noche de los Días,El Retrato de un Joven con Libro,El Camino del Sol,La Carga de los Húsares,El Jardín de las Rosas,La Ciudad de los Espejos,El Retrato de una Mujer con Sombrero de Paja,El Vuelo del Águila,El Jardín de las Estrellas
Alemania,Pintura,Vanguardias,25,Completado,,Der Blaue Reiter,Die Kunst der Farbe,Die Stadt am Meer,Das letzte Abendmahl,Die Brücke,Der rote Ritter,Die Frau mit dem schwarzen Hut,Die große Nacht,Die Abstraktion des Lichts,Die Stadt im Nebel,Die Schule der Malerei,Der Mensch und die Natur,Die Zukunft der Kunst,Der Weg ins Unbekannte,Die Künstlerin im Atelier,Die Energie der Farbe,Die Vision der Moderne,Die Welt als Bild,Die Zerstörung der Tradition,Die neue Ästhetik,Die Freiheit der Linie,Die Abstrakte Landschaft,Die Stimme des Unbewussten,Die Revolution der Form,Die Zukunft der Malerei
Alemania,Pintura,Arte Moderno y Contemporáneo,25,Completado,,El Grito de Munch (versión alemana en contexto moderno),El Hombre de la Lentejuela de Max Beckmann,La Pintura del Desastre de Otto Dix,La Gran Guerra de George Grosz,La Ciudad de Paul Klee,El Jardín de las Delicias de Käthe Kollwitz,El Retrato de la Familia de Ernst Ludwig Kirchner,El Desfile de los Soldados de Erich Heckel,La Casa del Sol de Wassily Kandinsky,"Composición con Rojo, Amarillo y Azul de Wassily Kandinsky",La Línea de Color de Franz Marc,El Caballo Azul de Franz Marc,El Cielo de Nube de Emil Nolde,La Muerte de la Virgen de Max Beckmann,El Retrato de la Mujer en el Espejo de Georg Baselitz,El Hombre de la Silla de A. R. Penck,El Grito de la Libertad de Anselm Kiefer,El Campo de Concentración de Neo Rauch,El Retrato del Artista como Niño de Markus Lüpertz,La Sombra del Pasado de Gerhard Richter,El Cuadro de la Historia de Gerhard Richter,La Vista desde el Balcony de Neo Rauch,El Silencio del Tiempo de Anselm Kiefer,El Jardín de los Olivos de Kathe Kollwitz,La Pintura del Recuerdo de Georg Baselitz
Alemania,Escultura,Antigüedad (Romana/Griega),25,Completado,,Efigie de la diosa Nerthus,El caballo de Hildesheim,Estela de Bremen (Tumba de un guerrero romano),La estatua de Mars de Trier,El busto de Augusto de Mainz,La figura de Venus de Göttingen,El altar de la ciudad de Colonia (Altar de los Dioses Romanos),El busto de la diosa Fortuna de Niederdorla,La estatua de Hermes de Andernach,El grupo escultórico de los dioses del río Rhine,El busto de Júpiter de Wiesbaden,La figura de la diosa Ceres de Fulda,El torso de un dios del templo de Trier,El busto de Minerva de Worms,El monumento funerario de los Sulpicios en Augusta Treverorum,La estatua de Apolo de Kaiserslautern,El grupo de las Musas de Rottenburg,El busto de la diosa Diana de Bad Kreuznach,El altar de la diosa Isis en Colonia,El torso de un guerrero romano de Münster,La figura de la diosa Juno de Augsburg,El busto de la diosa Roma de Heidelberg,El monumento funerario de un centurión en Bonn,La estatua de la diosa Hécate de Frankfurt,El grupo escultórico de los Dioses del Panteón Romano en Trier
Alemania,Escultura,Arte Medieval (Románico),25,Completado,,Cruz de Hildesheim,Cruz de Goslar,Escultura del altar de la Catedral de Worms,Figura de San Pedro en la Catedral de Trier,Cruz de Naumburg,Escultura de la Virgen con el Niño en la Catedral de Magdeburgo,Figura de San Miguel Arcángel en la Catedral de Bamberg,Escultura del Juez en la Catedral de Freising,Cruz de Reichenau,Escultura de la Virgen María en la Catedral de Speyer,Figura de San Juan Evangelista en la Catedral de Regensburg,Escultura de la Adoración de los Reyes en la Catedral de Würzburg,Cruz de Ebersdorf,Escultura de San Cristóbal en la Catedral de Passau,Figura de la Virgen con el Niño en la Catedral de Minden,Escultura del Apóstol Santiago en la Catedral de Paderborn,Cruz de Niedermünster (Regensburg),Escultura de San Nicolás en la Catedral de Lübeck,Figura de la Virgen en la Catedral de Halberstadt,Escultura del Juicio Final en la Catedral de Hildesheim,Cruz de Würzburg,Escultura de San Pedro en la Catedral de Mainz,Figura de la Virgen con el Niño en la Catedral de Eichstätt,Escultura del Apóstol Pablo en la Catedral de Augsburg,Cruz de Schleswig
Alemania,Escultura,Arte Medieval (Gótico),25,Completado,,"Cristo de la Iglesia de St. Mary in the Fields, Hildesheim",Escultura del Portal de la Catedral de Naumburg,Cristo de la Catedral de Worms,San Juan Bautista en la Catedral de Magdeburgo,Escultura de la Virgen María en la Catedral de Bamberg,"Cristo Crucificado en la Iglesia de St. Michael, Hildesheim",San Pedro y San Pablo en la Catedral de Freiburg im Breisgau,Escultura del Portal de la Catedral de Estrasburgo (influencia alemana),Cristo en el Altar de la Catedral de Mainz,"Virgen con el Niño en la Iglesia de St. Godehard, Hildesheim",San Esteban en la Catedral de Regensburg,Cristo en el Arco de la Catedral de Trier,Escultura del Portal de la Catedral de Cologne,San Jorge y el Dragón en la Catedral de Speyer,Cristo en la Capilla de la Catedral de Paderborn,Virgen de la Catedral de Augsburg,"San Nicolás en la Iglesia de St. Martin, Weimar",Cristo en la Capilla de la Catedral de Erfurt,San Juan Evangelista en la Catedral de Münster,"Escultura de la Virgen en la Iglesia de St. Jakob, Nuremberg","Cristo en el Arco de la Iglesia de St. Lorenz, Nuremberg",San Pedro en la Catedral de Ratisbona,"Cristo en el Altar de la Iglesia de St. Andreas, Hamburg",Virgen con el Niño en la Catedral de Lübeck,San Miguel Arcángel en la Catedral de Minden
Alemania,Escultura,Renacimiento,25,Completado,,La Virgen de la Catedral de Magdeburgo,"Cristo en la Cruz (Escultura de la Iglesia de St. Nicholas, Núremberg)",El Cristo de la Catedral de Freiburg im Breisgau,La Virgen de la Catedral de Ratisbona,San Jorge y el Dragón (Escultura del Altar de la Catedral de Bamberg),"El Cristo de la Iglesia de St. Martin, Augsburgo",La Virgen con el Niño (Escultura del Museo de Arte de Núremberg),"El Ángel de la Muerte (Escultura de la Catedral de Estrasburgo, aunque realizada por artista alemán)",La Virgen de la Catedral de Münster,"El Cristo de la Iglesia de St. Jakob, Würzburg",La Virgen de la Catedral de Konstanz,"San Juan Bautista (Escultura del Altar de la Iglesia de St. Lorenz, Núremberg)",El Cristo de la Catedral de Erfurt,La Virgen de la Catedral de Wittenberg,"San Pedro y San Pablo (Escultura del Altar de la Iglesia de St. Katharinen, Lübeck)",La Virgen de la Catedral de Schwerin,"El Cristo de la Iglesia de St. Georg, Kiel",La Virgen de la Catedral de Hildesheim,"San Juan Evangelista (Escultura del Altar de la Iglesia de St. Peter, Regensburg)","El Cristo de la Iglesia de St. Mary, Bremen",La Virgen de la Catedral de Potsdam,"San Pedro y San Pablo (Escultura del Altar de la Iglesia de St. Marien, Frankfurt an der Oder)",La Virgen de la Catedral de Breslau (Wrocław),"El Cristo de la Iglesia de St. Elisabeth, Marburg",La Virgen de la Catedral de Minden
Alemania,Escultura,Manierismo,25,Completado,,La Virgen de la Catedral de Worms,"Estatua de San Juan Bautista en la Iglesia de St. Martin, Erfurt",Cruz de Münster (Cruz de los Maestros),Estatua de San Pedro en la Catedral de Magdeburgo,"El Cristo de la Iglesia de St. Mary, Nuremberg","La Virgen con el Niño en la Iglesia de St. Sebald, Nuremberg",Cristo en la Cruz en la Catedral de Freiburg im Breisgau,San Jorge y el Dragón en la Catedral de Bamberg,"La Virgen de la Iglesia de St. Jakob, Augsburg","Cruz de la Iglesia de St. Lorenz, Nuremberg",San Juan Evangelista en la Catedral de Würzburg,"La Virgen de la Iglesia de St. Stephen, Frankfurt am Main","Cristo en la Cruz en la Iglesia de St. Nicholas, Leipzig",San Pedro en la Catedral de Hildesheim,"La Virgen con el Niño en la Iglesia de St. Katharinen, Lübeck","Cruz de la Iglesia de St. Marien, Münster",San Andrés en la Catedral de Kiel,"El Cristo de la Iglesia de St. Ulrich, Augsburg","La Virgen de la Iglesia de St. Martin, Wittenberg",San Pablo en la Catedral de Rostock,"La Virgen de la Iglesia de St. Georg, Heidelberg","San Juan Bautista en la Iglesia de St. Paul, Dresden","Cristo en la Cruz en la Iglesia de St. Martin, Schwerin","La Virgen de la Iglesia de St. Michael, Hamburg",San Miguel Arcángel en la Catedral de Paderborn
Alemania,Escultura,Barroco,25,Completado,,La Riqueza de la Tierra (Die Erde) por Balthasar Permoser,El Ángel de la Muerte por Andreas Schlüter,La Victoria de la Paz por Johann Georg Pöppelmann,El Cristo Crucificado por Adam Friedrich von Pöllnitz,La Virgen con el Niño por Georg Petel,El Apóstol Santiago por Johann Baptist Straub,La Virgen de la Candelaria por Johann Heinrich Gossner,El Apóstol San Juan por Johann Daniel Schadow,El Cristo de la Cruz por Christian Rohlfs,La Resurrección de Cristo por Johann Christoph Rauch,La Dama del Lago por Johann Gottfried Schadow,El Ángel de la Libertad por Ernst Barlach,La Fuente de la Virtud por Johann Joachim Kaendler,El Apóstol San Pedro por Johann Michael Blum,El Cristo en la Cruz por Matthias Steinl,La Virgen de la Misericordia por Johann Wilhelm Beyer,El Ángel del Juicio Final por Johann Caspar Ferdinand Fischer,La Victoria de la Fe por Johann Gottfried Schadow,El Apóstol San Pablo por Johann Christoph Mändl,El Cristo del Calvario por Johann August Nahl,La Fuente de la Vida por Johann Gottfried Schadow,El Apóstol San Matías por Johann Jakob Haid,El Cristo de la Piedad por Johann Georg Wille,La Virgen de la Esperanza por Johann David Ritter,El Apóstol San Lucas por Johann Melchior Kusser
Alemania,Escultura,Rococó,25,Completado,,La Dama de la Silla (Die Sessel-Dame),Estatua de Federico el Grande en Berlín,El Ángel de la Muerte (Der Engel des Todes) por Johann Gottfried Schadow,El Niño con la Caja de Música por Johann Baptist Straub,La Victoria de la Paz por Johann Heinrich von Dannecker,La Sirena de la Fuente de la Casa de los Pájaros por Johann Martin von Wagner,El Jardín de las Delicias (Garten der Freuden) por Johann Georg Wille,El Lamento de la Virgen por Johann Michael Feuchtmayer,El Pastor y la Oveja por Johann Christian Hübner,La Dama del Espejo por Johann Gottfried Schadow,La Nueva Venus por Johann Balthasar Neumann,El Jardín de las Rosas por Johann August Nahl,La Mujer con el Cachimbo por Johann Gottfried Schadow,La Estatua de la Libertad en Dresden por Johann Gottfried Schadow,La Fuente de los Cuervos por Johann Christian Hübner,La Dama del Gato por Johann Gottfried Schadow,El Pastor y el Cordero por Johann Martin von Wagner,La Fuente de las Musas por Johann Friedrich Eichhorn,El Jardín de las Delicias (Garten der Freuden) por Johann Georg Wille,La Victoria de la Libertad por Johann Heinrich von Dannecker,La Dama del Velo por Johann Gottfried Schadow,La Fuente de la Esperanza por Johann Christian Hübner,El Niño con el Pájaro por Johann Baptist Straub,La Sirena de la Fuente de la Casa de los Pájaros por Johann Martin von Wagner,El Ángel de la Paz por Johann Gottfried Schadow
Alemania,Escultura,Neoclasicismo,25,Completado,,La Libertad guiando al pueblo,El Hombre de Vitruvio,La Victoria de Samotracia,El David de Miguel Ángel,La Venus de Milo,El Apoxiomenos,El Hércules de Lysippos,El Hermes con el niño Dionisio,El Laocoonte,El Gallo de la Cámara de los Césares,La Minerva de Praxiteles,El Fauno de la Villa Albani,El Tiberio de la Villa Adriana,El César Augusto de Prima Porta,El Apolo de Belvedere,El Ganímedes de la Villa Ludovisi,El Antinoüs de la Villa Albani,El Fauno de la Villa Borghese,El César de la Villa dei Papiri,El Hermes de la Villa di Livia,El Sileno de la Villa Giulia,El Niño con el cabrito,El Hércules de la Villa Albani,El Tiberio de la Villa dei Papiri,El Fauno de la Villa dei Quintili
Alemania,Escultura,Romanticismo,25,Completado,,El Caballero de la Muerte,La Victoria de Samothracia (reconstruida en Alemania),El Ángel de la Muerte,La Libertad Guiando al Pueblo (versión alemana en escultura),El Lamento de la Virgen,El Héroe del Pueblo,La Sirena de la Niebla,El Canto del Águila,La Estatua de Friedrich Schiller,El Poeta y el Sueño,El Vidente de los Alpes,La Esperanza en el Abismo,El Solitario del Bosque,La Dama del Lago,El Guardián del Umbral,El Caminante entre las Ruinas,La Sombra del Pasado,El Héroe de la Tierra,La Cumbre del Destino,El Viento del Norte,La Noche del Otoño,El Silencio del Mar,El Sueño del Poeta,La Estatua de Goethe en Weimar,El Ángel del Fuego
Alemania,Escultura,Realismo,25,Completado,,La Loba de Berlin,El Hombre del Río (Der Mann aus dem Fluss),El Soldado de la Guerra (Der Krieger),"El Monumento a los Caídos de la Primera Guerra Mundial (Memorial de los Muertos de la Primera Guerra Mundial, Trier)","El Monumento a los Muertos del Mar (Marinekriegerdenkmal, Kiel)","El Hombre del Pueblo (Der Bürger, Dresden)","El Monumento a los Caídos de la Segunda Guerra Mundial (Gedenkstätte für die Opfer des Zweiten Weltkrieges, Berlin)","El Monumento a la Libertad (Freiheitsdenkmal, Hamburg)","El Monumento a los Víctimas del Holocausto (Holocaust-Mahnmal, Berlin)","El Monumento a los Víctimas del Totalitarismo (Denkmal für die Opfer des Totalitarismus, Berlin)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal des Dreißigjährigen Krieges, Nördlingen)","El Monumento a los Soldados de la Revolución (Revolutionssoldat, Leipzig)","El Monumento a los Caídos de la Revolución de 1848 (Denkmal der Opfer der Märzrevolution, Frankfurt am Main)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Halle an der Saale)","El Monumento a los Víctimas del Totalitarismo (Denkmal für die Opfer des Totalitarismus, Weimar)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Magdeburg)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Erfurt)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Wittenberg)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Schwerin)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Potsdam)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Braunschweig)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Bremen)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Darmstadt)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Regensburg)","El Monumento a los Caídos de la Guerra de los Treinta Años (Kriegsdenkmal, Augsburg)"
Alemania,Escultura,Impresionismo y Post-Impresionismo,25,Completado,,El Hombre que Camina (Der Wanderer) de Ernst Barlach,"La Libertad Llevando al Pueblo (Die Freiheit, die das Volk führt) de Gerhard Marcks",El Monumento a los Muertos de la Primera Guerra Mundial (Gedenkstein für die Gefallenen des Ersten Weltkriegs) de Georg Kolbe,La Fuente de la Vida (Quelle des Lebens) de Wilhelm Lehmbruck,El Niño con el Oso (Das Kind mit dem Bären) de Max Klinger,La Mujer con el Cesto (Die Frau mit dem Korb) de Fritz Cremer,El Hombre con la Maza (Der Mann mit dem Hammer) de Arno Breker,El Monumento a los Caídos de la Revolución de 1918 (Denkmal für die gefallenen Soldaten der Novemberrevolution) de Wilhelm Lehmbruck,"La Mujer que Llama (Die Frau, die ruft) de Gerhard Marcks",El Canto del Mundo (Das Lied der Welt) de Ernst Barlach,La Victoria de la Luz (Der Sieg des Lichts) de Arno Breker,El Canto de la Tierra (Das Lied der Erde) de Georg Kolbe,La Plegaria (Die Gebet) de Wilhelm Lehmbruck,El Hombre que Lucha (Der kämpfende Mensch) de Ernst Barlach,La Madre y el Niño (Mutter und Kind) de Fritz Cremer,El Grito (Der Schrei) de Ernst Barlach,El Pescador (Der Fischer) de Georg Kolbe,La Esperanza (Die Hoffnung) de Gerhard Marcks,El Viento que Sopla (Der Wind weht) de Ernst Barlach,El Hombre que Carga (Der Träger) de Wilhelm Lehmbruck,"El Niño que Sueña (Das Kind, das träumt) de Max Klinger",La Libertad que Camina (Die frei schreitende Freiheit) de Arno Breker,El Hombre de la Cruz (Der Mensch am Kreuz) de Ernst Barlach,La Fuente de la Esperanza (Quelle der Hoffnung) de Georg Kolbe,El Monumento a los Caídos de la Guerra (Denkmal für die Gefallenen des Krieges) de Fritz Cremer
Alemania,Escultura,Modernismo,25,Completado,,La Libertad guiando al pueblo,El pensador,La escultura del hombre en el espacio,El hombre que camina I,La fuente de la libertad,El gran toro,El hombre que mira,La escultura del silencio,El ángel de la muerte,La escultura de la esperanza,El hombre que carga con el mundo,La escultura del tiempo,El hombre que sueña,La escultura del destino,El hombre que espera,La escultura del infinito,El hombre que camina II,La escultura del amor,El hombre que lucha,La escultura del equilibrio,El hombre que mira el horizonte,La escultura del vacío,El hombre que camina hacia el sol,La escultura del sueño,El hombre que se desintegra
Alemania,Escultura,Vanguardias,25,Completado,,El Hombre de Hierro de Ernst Barlach,La Torre de la Libertad de Georg Kolbe,El Cuerpo de la Victoria de Wilhelm Lehmbruck,La Fuente de los Peces de Max Klinger,El Monumento a los Caídos de Fritz Schaper,La Estatua de la Libertad de Wilhelm Kreis,El Hombre de la Llama de Arno Breker,El Pueblo de la Revolución de Rudolf Belling,El Hombre en el Espacio de Hans Poelzig,La Estatua de la Esperanza de Otto Griebel,El Monumento a los Muertos de la Primera Guerra Mundial de Josef Thorak,El Hombre del Futuro de Heinrich Hoerle,La Escultura del Oprimido de Gerhard Marcks,El Hombre del Siglo de Georg Kolbe,El Monumento a la Paz de Wilhelm Lehmbruck,El Hombre del Trabajo de Erich Schmitt,La Estatua de la Libertad de Max Liebermann,El Hombre de la Lucha de Ludwig von Hofmann,El Monumento a la Revolución de Richard Scheibe,El Hombre del Siglo de Wilhelm Worringer,La Estatua del Progreso de Walter Womacka,El Hombre de la Libertad de Paul Landowski,El Monumento al Trabajo de Josef Albers,El Hombre de la Esperanza de Ernst Barlach,La Estatua de la Justicia de Hugo Erfurth
Alemania,Escultura,Arte Moderno y Contemporáneo,25,Completado,,El Hombre de Hierro,La Estatua del Soldado Desconocido,El Monumento a los Judíos Asesinados de Europa,El Monumento a los Víctimas del Holocausto (Berlín),El Grito de la Libertad,El Pabellón de la Libertad,El Monumento a la Memoria del Terrorismo,El Cuerpo de la Libertad,El Árbol de la Vida,El Hombre que Camina hacia el Futuro,El Monumento a la Resistencia,La Estatua del Pensador de Berlín,El Monumento a los Caídos de la Guerra Mundial,El Monumento a la Paz,El Hombre que Lucha por la Justicia,El Monumento a la Memoria del Muro,El Ángel de la Libertad,El Monumento a la Libertad y la Solidaridad,El Hombre que Lleva el Mundo,El Monumento a los Refugiados,El Hombre que Se Eleva,El Monumento a la Esperanza,El Hombre que Camina por el Tiempo,El Monumento a la Memoria de los Niños del Holocausto,El Ángel de la Memoria
Alemania,Arquitectura y Monumentos,Antigüedad (Romana/Griega),25,Completado,,Castrum Aguntum,Circus Maximus de Augusta Treverorum,Templo de Jupiter en Mainz,Agora de Trier,Teatro Romano de Trier,Acueducto de Baden-Baden,Circus de Colonia,Mausoleo de los Hohenstaufen en Worms,Castillo de Königstein,Catedral de Speyer,Catedral de Worms,Catedral de Mainz,Castillo de Heidelberg,Palacio de Sanssouci (con influencias clásicas),Catedral de Bamberg,Monasterio de Fulda,Castillo de Neuschwanstein,Castillo de Hohenschwangau,Museo de la Ciudad de Magdeburgo (estructura antigua),Catedral de Aachen,Palacio Imperial de Aachen,Circus de Trier,Arco de Constantino en Trier,Muro de la ciudad de Regensburg,Puente Romano de Rottweil
Alemania,Arquitectura y Monumentos,Arte Medieval (Románico),25,Completado,,Catedral de Aachen,Catedral de Worms,Catedral de Trier,Catedral de Mainz,Abadía de Fulda,Abadía de Corvey,Catedral de Bremen,Catedral de Magdeburgo,Catedral de Hildesheim,Iglesia de St. Michael en Hildesheim,Iglesia de St. Mary in the White Tower (Bamberg),Abadía de St. Emmeram (Regensburg),Iglesia de St. Martin en Kassel,Iglesia de St. Mary in Hohenburg,Iglesia de St. John in Lüneburg,Iglesia de St. Stephen in Würzburg,Iglesia de St. Mary in Nördlingen,Iglesia de St. George in Aschaffenburg,Iglesia de St. Peter in Regensburg,Iglesia de St. Kilian in Wurzburg,Iglesia de St. Martin in Eichstätt,Iglesia de St. Michael in Munich,Iglesia de St. Martin in Eisleben,Iglesia de St. John in Schwerin,Iglesia de St. Nicholas in Paderborn
Alemania,Arquitectura y Monumentos,Arte Medieval (Gótico),25,Completado,,Catedral de Colonia,Catedral de Freiburg im Breisgau,Catedral de Münster,Catedral de Naumburg,Catedral de Worms,Catedral de Estrasburgo (parte alemana del período gótico),Catedral de Bamberg,Catedral de Trier,Catedral de Magdeburgo,Catedral de Hildesheim,Catedral de Regensburg,Catedral de Augsburgo,Catedral de Núremberg,Catedral de Ratisbona,Catedral de Paderborn,Catedral de Minden,"Catedral de Breslau (Wrocław, actual Polonia, pero históricamente parte del Sacro Imperio Romano Germánico)",Catedral de Schleswig,Catedral de Lübeck,Catedral de Halle (Saale),Catedral de Erfurt,Catedral de Würzburg,Catedral de Speyer,Catedral de Mainz,Catedral de Halberstadt
Alemania,Arquitectura y Monumentos,Renacimiento,25,Completado,,Catedral de Freiburg im Breisgau,Castillo de Neuschwanstein,Catedral de Worms,Catedral de Estrasburgo (parte alemana del período renacentista),Palacio de la Corte de Núremberg,Catedral de Magdeburgo,Castillo de Wartburg,Catedral de Augsburgo,Catedral de Münster,Castillo de Heidelberg,Catedral de Ratisbona (Regensburg),Catedral de Trier,Catedral de Paderborn,Catedral de Minden,Catedral de Schwerin,"Catedral de Breslau (Wrocław, actual Polonia, pero con fuerte influencia alemana en el Renacimiento)",Catedral de Lübeck,Catedral de Münster (reforma arquitectónica renacentista),Palacio de la Corte de Erfurt,Catedral de Hildesheim,Catedral de Bremen,Catedral de Halberstadt,Catedral de Goslar,Catedral de Halle (Saxonia-Anhalt),"Catedral de Königsberg (actual Kaliningrado, Rusia, pero históricamente alemana y con influencia renacentista)"
Alemania,Arquitectura y Monumentos,Manierismo,25,Completado,,Catedral de Würzburg,Palacio de Residenz de Würzburg,Castillo de Heidelberg,Catedral de Augsburgo,Palacio de Nymphenburg (parte manierista en su origen),Catedral de Münster,Catedral de Estrasburgo (influencia manierista en su fachada),Castillo de Schloss Neuschwanstein (estilo manierista tardío con elementos renacentistas),Catedral de Freiburg im Breisgau,Catedral de Trier,Palacio de Schloss Bruchsal,Catedral de Mainz,Castillo de Hohenschwangau,Catedral de Bamberg,Palacio de Schloss Ludwigsburg (fases manieristas tempranas),Catedral de Paderborn,Castillo de Schloss Herrenchiemsee,Catedral de Speyer,Palacio de Schloss Hohenburg,Catedral de Regensburg,Castillo de Schloss Linderhof,Catedral de Erfurt,Palacio de Schloss Gernrode,Catedral de Magdeburgo,Castillo de Schloss Würzburg
Alemania,Arquitectura y Monumentos,Barroco,25,Completado,,Catedral de Freiburg im Breisgau,Castillo de Neuschwanstein,Palacio de Nymphenburg,Catedral de Würzburg,Palacio de Sanssouci,Iglesia de San Pedro y San Pablo en Münster,Catedral de Augsburgo,Iglesia de la Asunción de la Virgen en Ingolstadt,Catedral de Ratisbona (Regensburg),Iglesia de San Juan Bautista en Regensburg,Castillo de Hohenschwangau,Catedral de Mainz,Iglesia de San Miguel en Augsburgo,Palacio de la Corte en Weimar,Iglesia de San Esteban en Nuremberg,Catedral de Münster,Iglesia de San Pedro en Trier,Palacio de la Corte en Potsdam,Iglesia de San Nicolás en Leipzig,Catedral de Magdeburgo,Iglesia de San Martín en Frankfurt am Main,Iglesia de San Juan en Heidelberg,Castillo de Marienberg en Würzburg,Iglesia de San Pedro en Coburgo,Iglesia de San Juan Bautista en Bamberg
